0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
2,1,0,0
2,1,1,0
3,1,1,0
4,1,1,0
5,1,1,0
6,1,1,0
8,1,2,0
10,2,2,0
12,2,3,0
16,2,3,0
20,3,4,0
25,3,5,0
31,4,6,1
39,4,8,1
49,5,10,1
61,6,13,1
77,7,16,1
97,8,20,1
122,10,25,1
153,11,31,2
192,13,39,2
241,15,49,2
303,18,62,3
380,21,77,3
477,25,97,4
599,29,122,4
751,35,152,5
941,40,190,6
1179,47,238,7
1475,56,296,8
1844,65,369,10
2301,76,457,11
2867,89,566,13
3564,105,697,15
4418,122,854,18
5459,143,1041,20
6718,166,1259,24
8227,193,1509,27
10017,225,1790,31
12115,261,2097,36
14535,302,2421,41
17282,349,2747,47
20340,402,3058,53
23671,462,3332,60
27217,529,3546,67
30900,604,3683,74
34627,686,3727,82
38302,775,3675,90
41834,873,3532,97
45145,977,3311,104
48179,1087,3034,110
50900,1203,2721,116
53294,1322,2394,120
55365,1444,2072,122
57132,1568,1767,123
58620,1690,1488,123
59860,1811,1240,121
60885,1928,1025,117
61725,2040,841,112
62411,2146,685,106
62967,2246,556,99
63416,2338,450,92
63779,2422,362,85
64070,2499,291,77
64303,2569,233,69
64490,2631,187,62
64640,2686,149,55
64759,2735,119,49
64854,2778,95,43
64930,2816,76,38
64991,2849,61,33
65039,2878,48,29
65078,2902,38,25
65108,2924,31,21
65133,2942,24,18
65152,2958,19,16
65168,2972,15,14
65180,2984,12,12
65190,2994,10,10
65198,3002,8,9
65204,3010,6,7
65209,3016,5,6
65213,3021,4,5
65216,3026,3,5
65218,3030,2,4
65220,3033,2,3
65222,3036,2,3
65223,3038,1,2
65224,3040,1,2
65225,3042,1,2
65225,3044,1,1
65226,3045,1,1
65226,3046,0,1
65227,3047,0,1
65227,3048,0,1
65227,3048,0,1
65227,3049,0,1
65227,3049,0,0
65227,3050,0,0
65228,3050,0,0
65228,3051,0,0
65228,3051,0,0
65228,3051,0,0
65228,3051,0,0
65228,3051,0,0
65228,3052,0,0
65228,3052,0,0
